local_year_month,Unnamed: 0,station_id,V1,B1,B2,B3,B4,B5,id,organization,region,local,lat,long,date,chla,tss,secchi,acdom440,OWT,predicted
Vietnam2_2017_04,95,AGID_2158,1292,0.0020165391028641,0.0048460447588227,0.0129269998951297,0.0070866719314775,0.0,AGID_2158,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,91.2,,0.260276721,,,0.38360137
Vietnam2_2017_04,96,AGID_2159,1293,0.0035019926828027,0.0085059175142994,0.0234228727205589,0.0147140843943419,0.0,AGID_2159,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,101.3,,0.258246023,,,0.43749946
Vietnam2_2017_04,97,AGID_2160,1295,0.002550037266601,0.004986038377578,0.0118116748337763,0.0066411451662069,0.0,AGID_2160,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,30.3,,0.216914748,,,0.72177213
Vietnam2_2017_04,98,AGID_2161,1296,0.0023569411966717,0.0051557720398447,0.0131501118859104,0.0067154719272007,0.0,AGID_2161,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,30.4,,0.252416974,,,0.7264533
Vietnam2_2017_04,99,AGID_2162,1297,0.0015634971845134,0.0038381226698966,0.0099425683561999,0.0054215890227509,0.0,AGID_2162,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,30.9,,0.246,,,0.48876542
Vietnam2_2017_04,100,AGID_2163,1298,0.0024647012552784,0.0057785242063985,0.01203060817256,0.0086051726567886,0.0,AGID_2163,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,50.4,,0.53421632,,,0.7950464
Vietnam2_2017_04,101,AGID_2164,1299,0.0018249466578815,0.004892598056986,0.0106520147846859,0.007188448298512,0.0,AGID_2164,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,51.0,,0.530094201,,,0.6686547
Vietnam2_2017_04,102,AGID_2165,1300,0.0041768301082019,0.0091408998820017,0.0242016149342496,0.0149133906410783,0.0,AGID_2165,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,89.4,,0.28764,,,0.4235509
Vietnam2_2017_04,103,AGID_2166,1301,0.0037304851562651,0.0087197217823525,0.0200448899011527,0.0166008758575042,0.0,AGID_2166,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,59.7,,0.43655004,,,0.44877702
Vietnam2_2017_04,104,AGID_2167,1302,0.0034516667519059,0.0077943883799358,0.0171312899063221,0.0124414765991895,0.0,AGID_2167,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,64.9,,0.335985592,,,0.3286499
Vietnam2_2017_04,105,AGID_2168,1303,0.0066593175762976,0.0096219393162084,0.0164335517146754,0.0112010580880459,0.0,AGID_2168,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,82.1,,0.283266003,,,0.6883489
Vietnam2_2017_04,106,AGID_2169,1304,0.0020736208854844,0.004988223395297,0.0104687000521859,0.0070231725566833,0.0,AGID_2169,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,51.7,,0.38264927,,,0.69699275
Vietnam2_2017_04,107,AGID_2170,1306,0.004506681420779,0.006936450475377,0.0138603238777698,0.0085817202070941,0.0,AGID_2170,NAN,Vietnam,Vietnam2,20.968258,105.832333,2017-04-01,106.3,,0.286054745,,,0.74431336
Vietnam2_2019_03,108,AGID_2171,1307,0.0081172037489582,0.0118611406315706,0.0231539889946951,0.0146640043426763,0.0,AGID_2171,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,93.8,,0.295479295,,,0.38012624
Vietnam2_2019_03,109,AGID_2172,1308,0.005520252249711,0.0094517001958175,0.0205013004316145,0.0126377760450409,0.0,AGID_2172,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,94.6,,0.277055523,,,0.3676833
Vietnam2_2019_03,110,AGID_2173,1309,0.0045330929650645,0.0077574643192892,0.0185160383703304,0.0125270710036783,0.0,AGID_2173,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,97.58235223,,0.360110426,,,0.4198755
Vietnam2_2019_03,111,AGID_2174,1310,0.0043085082483074,0.0075463754196328,0.0183613053107972,0.0124919008580116,0.0,AGID_2174,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,92.43221869,,0.273625326,,,0.42173648
Vietnam2_2019_03,112,AGID_2175,1311,0.0052248059454177,0.0081740177964421,0.0182335509590914,0.0123240787592469,0.0,AGID_2175,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,106.0,,0.302991564,,,0.33522987
Vietnam2_2019_03,113,AGID_2176,1312,0.0044355322306348,0.0074823867629547,0.0171221816223248,0.011712974256757,0.0,AGID_2176,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,108.3,,0.29558921,,,0.33120728
Vietnam2_2019_03,114,AGID_2177,1313,0.002849988046,0.0058037376558676,0.0151307640708957,0.0100561791388934,0.0,AGID_2177,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,115.0,,0.270142045,,,0.3058716
Vietnam2_2019_03,115,AGID_2178,1314,0.00221532521952,0.0051465256160154,0.0144872783946281,0.0095320665985852,0.0,AGID_2178,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,97.0,,0.320909546,,,0.3119373
Vietnam2_2019_03,116,AGID_2179,1315,0.0021701270418893,0.0062194046827337,0.019582724811036,0.0177511861494601,0.0,AGID_2179,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,91.2,,0.397,,,0.4518758
Vietnam2_2019_03,117,AGID_2180,1317,0.0016062801792721,0.0045664964464618,0.014423297924191,0.0141933203526546,0.0,AGID_2180,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,94.0,,0.405,,,0.47022718
Vietnam2_2019_03,118,AGID_2181,1318,0.0020437620749535,0.0047907398752496,0.0136971922244156,0.0114296396757585,0.0,AGID_2181,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,80.3,,0.41,,,0.46759367
Vietnam2_2019_03,119,AGID_2182,1319,0.0014376598104205,0.0039751744196836,0.0115333350795803,0.0082699644359179,0.0,AGID_2182,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,108.3,,0.294,,,0.35095015
Vietnam2_2019_03,120,AGID_2183,1320,0.005520252249711,0.0094517001958175,0.0205013004316145,0.0126377760450409,0.0,AGID_2183,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,96.7,,0.277055523,,,0.3676833
Vietnam2_2019_03,121,AGID_2184,1321,0.004506681420779,0.006936450475377,0.0138603238777698,0.0085817202070941,0.0,AGID_2184,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,92.5,,0.286054745,,,0.74431336
Vietnam2_2019_03,122,AGID_2185,1322,0.0020165391028641,0.0048460447588227,0.0129269998951297,0.0070866719314775,0.0,AGID_2185,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,90.0,,0.260276721,,,0.38360137
Vietnam2_2019_03,123,AGID_2186,1323,0.0035019926828027,0.0085059175142994,0.0234228727205589,0.0147140843943419,0.0,AGID_2186,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,65.9,,0.258246023,,,0.43749946
Vietnam2_2019_03,124,AGID_2187,1324,0.0041768301082019,0.0091408998820017,0.0242016149342496,0.0149133906410783,0.0,AGID_2187,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,85.9,,0.28764,,,0.4235509
Vietnam2_2019_03,125,AGID_2188,1325,0.002550037266601,0.004986038377578,0.0118116748337763,0.0066411451662069,0.0,AGID_2188,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,75.2,,0.216914748,,,0.72177213
Vietnam2_2019_03,126,AGID_2189,1326,0.0023569411966717,0.0051557720398447,0.0131501118859104,0.0067154719272007,0.0,AGID_2189,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,80.0,,0.252416974,,,0.7264533
Vietnam2_2019_03,127,AGID_2190,1328,0.0081633677193462,0.0113431265536373,0.0210014527503114,0.0129666285332223,0.0,AGID_2190,NAN,Vietnam,Vietnam2,20.968258,105.832333,2019-03-21,84.5,,0.371660899,,,0.7507286
